Token,Freq
remove,243
trust,242
doesnt,241
accessed,239
spread,238
stolen,238
related,237
owned,236
gets,236
address,235
discovered,235
reached,235
comply,234
predict,232
hit,232
requested,232
seeing,231
joined,230
post,230
issued,230
improve,230
committed,229
talk,229
happening,228
leaving,228
linked,226
changing,226
bought,226
stated,224
helping,224
connect,222
met,222
suspending,220
providing,220
face,219
filed,219
vote,218
care,218
happens,218
hear,218
move,216
clicking,215
brought,214
kogan,214
play,212
continued,212
tried,212
looks,212
affected,211
liked,211
spend,210
breaking,210
thats,209
develop,209
writing,209
engaged,208
remain,205
noted,205
stay,203
manipulate,202
exploit,201
appeared,200
followed,199
promised,199
shown,199
informed,199
suggested,199
starting,198
apply,197
responded,196
mentioned,196
weve,196
serve,195
wasnt,195
paying,195
isnt,195
avoid,193
moving,193
claims,192
acknowledged,191
open,189
speaking,189
discuss,188
focused,188
meet,188
exposed,187
hacked,187
review,187
thinking,186
kept,185
becoming,185
write,185
ran,184
demanded,183
ended,183
sought,183
tweeted,182
telling,182
remains,180
visit,180
manage,178
limit,178
faced,178
warned,178
reading,177
lead,177
harvesting,176
concerned,176
speak,176
operating,176
opened,175
installed,175
spoke,174
hope,174
helps,174
gather,172
decide,172
passing,171
gone,170
keeping,170
updated,170
accept,169
expressed,168
online,168
requires,168
considered,168
showing,168
analytica,167
begin,167
logged,167
founded,167
acting,167
existing,165
involving,165
believed,164
seemed,164
associated,163
served,163
end,163
calls,163
intended,162
raise,160
believes,160
setting,160
disclose,160
learning,159
developing,159
putting,159
inform,159
lied,157
introduced,157
seek,156
felt,156
protected,156
deserve,156
looked,156
exist,155
comment,155
suggest,155
opt,154
offering,154
granted,154
lets,154
engage,153
invited,153
confirm,153
banned,152
wont,152
view,152
raising,151
sway,150
broken,150
watch,150
violating,149
break,147
emerged,147
identified,147
love,145
playing,145
collects,145
block,144
employed,144
gain,144
supposed,144
limited,144
listed,143
dropped,143
conduct,143
knowing,142
compared,142
contact,142
focus,142
steve,142
funded,141
forced,141
google,141
caught,140
wylie,140
follows,140
offers,140
zuckerberg,140
apps,140
lose,139
meant,138
pointed,138
admitted,138
search,138
increase,137
join,137
sending,137
buying,136
recorded,135
wouldnt,135
posting,135
request,135
owns,134
talked,134
enabled,134
finding,134
fix,133
conducted,133
enable,132
managed,132
demanding,132
claiming,130
spending,129
deal,129
represent,129
deliver,129
install,128
accessing,127
supported,127
testing,127
suggests,127
thinks,126
faces,126
explains,126
increasing,125
chose,125
select,124
investigated,124
voting,124
grow,124
exists,124
reveal,124
caused,123
writes,123
figure,123
closed,123
denies,122
addressed,122
failing,121
aimed,121
report,121
elected,120
pulled,119
worried,119
manipulated,119
established,119
emerging,119
operate,119
misleading,119
watching,119
argued,118
monitor,118
user,118
app,118
encourage,117
act,117
compromised,117
holds,117
pending,117
imagine,116
disclosed,116
store,116
affect,115
moved,114
adds,114
pass,113
secure,113
concerning,113
sees,113
leaked,113
bringing,112
pull,112
shut,112
pushed,112
rely,112
prompted,112
heres,111
winning,111
clicked,110
browsing,110
suggesting,110
contacted,110
becomes,110
discussed,110
backed,109
proposed,109
stopped,108
turning,107
turns,107
claim,107
planned,106
covering,106
fight,106
holding,106
realize,105
placed,105
wish,105
carried,105
losing,104
asks,104
messaging,104
pushing,104
cut,103
managing,103
presented,103
apologized,103
puts,103
breached,103
reporting,103
cause,103
promote,103
launching,102
citing,102
account,102
surprised,101
viewed,101
worry,101
step,101
contain,101
assume,101
sounds,101
hide,101
regulate,101
theyre,101
explaining,100
listening,100
joining,100
push,99
voted,99
delivered,99
restrict,99
visited,99
surrounding,99
buzzfeed,99
relied,99
stand,98
describe,97
logging,97
enforcing,97
depending,97
profiling,97
combined,96
remained,96
match,96
enter,96
considering,96
enforce,96
continuing,96
handled,96
accepted,96
cover,95
occurred,95
produced,95
recognize,95
return,95
advertising,95
save,95
dealing,95
keeps,94
dedicated,94
referred,94
runs,94
plans,94
planning,94
uploaded,93
ban,93
handle,93
trumps,93
referring,93
killed,93
mark,93
noticed,92
destroy,92
handed,92
directed,92
tap,92
conducting,92
criticized,92
reflect,92
fail,91
drive,91
reduce,91
realized,91
describes,91
reaching,91
tells,91
fall,91
ted,91
fake,90
link,90
confirming,90
obtaining,90
youve,90
fighting,90
contained,89
pick,89
close,89
letting,89
acquire,89
arent,88
contains,88
questioned,88
produce,88
leaves,88
communicate,88
generate,88
covered,88
detailed,87
defined,87
creates,87
entered,87
wonder,87
solve,87
discussing,87
deny,87
certified,86
supporting,86
maintain,86
generated,86
abused,85
deactivate,85
tied,85
receiving,85
elect,85
twitter,85
living,85
gathering,85
engaging,85
raises,84
prove,84
tracked,84
carry,84
spreading,84
enjoy,84
swing,84
fill,83
uploading,83
finds,83
wired,82
launch,82
increased,82
announcing,82
consulting,82
violate,82
settled,82
grew,82
invested,81
publish,81
describing,81
recommend,81
influencing,81
beginning,81
havent,81
profile,81
fixed,81
trending,80
downloading,80
tagged,80
charged,80
exploiting,80
regulated,80
examine,80
exploring,80
hurt,79
represents,79
argue,79
connecting,79
relating,79
missing,79
gotten,79
mention,79
infiltrated,79
refused,79
trusted,78
interact,78
upload,78
benefit,78
expand,78
quit,78
grown,78
requesting,78
purchased,78
hearing,78
understanding,77
watched,77
force,77
russia,77
concluded,77
focusing,76
fired,76
registered,76
signing,76
leads,76
promoting,76
rose,76
mined,76
listen,75
note,75
quoted,75
starts,75
predicted,75
disable,75
notify,75
attend,75
handling,74
email,74
measure,74
controlled,74
purchase,74
wait,74
appreciate,74
noting,74
shouldnt,74
marketing,73
update,73
lies,73
permitted,73
formed,72
impact,72
hoping,72
powered,72
test,72
capture,72
sitting,72
encouraged,72
scraped,71
sparked,71
determined,71
achieve,71
tend,71
lives,71
boasted,71
died,71
forget,71
questioning,71
treated,71
defend,71
contributed,70
organized,70
recommended,70
wondering,70
spoken,70
addressing,70
driven,70
applied,70
displayed,70
rising,70
headed,70
images,70
stood,70
representing,69
convince,69
cited,69
rejected,69
blame,69
catch,69
handles,69
sued,69
suspend,69
meaning,69
urged,69
brings,68
rolled,68
outlined,68
serving,68
gaining,68
operates,68
opted,68
commenting,68
attended,68
fallen,68
release,67
warning,67
pulling,67
opening,67
opposed,66
friend,66
feels,66
friends,66
shocked,66
billed,66
begun,66
andrew,66
result,66
deployed,66
fear,66
indicated,65
enables,65
assist,65
arrived,65
participate,64
authorized,64
ignored,64
returned,64
dismissed,64
featured,64
ignore,64
resolve,64
point,64
shape,64
estimated,64
insisted,64
existed,64
blocked,64
demand,64
explore,64
threatened,63
resulted,63
blamed,63
acknowledge,63
recover,63
approved,63
distributed,63
meeting,63
verify,63
attempted,63
contracted,63
invest,63
walk,63
fund,63
blocking,62
transferred,62
enabling,62
embedded,62
involve,62
restricted,62
filled,62
ongoing,62
responding,62
appearing,62
edit,62
reviewing,61
undermine,61
installing,61
searched,61
requiring,61
privacy,61
begins,61
switch,61
identifying,61
wiped,61
prepared,61
implement,61
sells,61
captured,61
influenced,61
tailored,60
pursuing,60
waiting,60
mr.,60
removing,60
draw,60
arguing,60
declared,60
surfaced,60
belonging,60
indicate,59
resulting,59
reads,59
march,59
processing,59
ordered,59
operated,59
laid,59
denying,59
represented,59
werent,59
scroll,59
afford,58
form,58
place,58
alleges,58
misled,57
falling,57
submit,57
delivering,57
involves,57
audit,57
approached,57
hacking,57
perform,57
pointing,57
suffered,57
miss,57
sponsored,57
selected,57
interesting,57
sound,57
establish,57
repeated,57
speaks,57
impose,57
searching,57
revealing,56
retained,56
checked,56
hire,56
lived,56
testified,56
expose,56
attached,56
promising,56
matters,56
scl/cambridge,56
driving,56
kill,56
complete,55
scl,55
pledged,55
likes,55
mounting,55
define,55
replied,55
seeks,55
cast,55
react,55
lying,55
boost,55
linking,54
hiring,54
wanting,54
congress,54
dating,54
scrape,54
discover,54
cost,54
express,54
fed,54
understood,54
manipulating,54
reports,53
posed,53
roll,53
interviewed,53
chosen,53
saved,53
feed,53
fined,53
shed,53
mine,53
advised,53
serves,53
reserved,53
processed,53
imposing,53
acquiring,53
sit,53
pursue,52
rolling,52
improving,52
figured,52
checking,52
clarify,52
scheduled,52
pictured,52
persuade,52
assess,52
couldnt,52
misusing,52
recording,52
consented,52
travel,51
exposing,51
complicated,51
hes,51
tested,51
sends,51
limiting,51
convinced,51
earn,51
correct,51
mining,51
channel,51
purported,51
titled,51
replaced,51
attract,51
prevented,51
secured,51
stating,51
revoke,51
respect,51
ensuring,51
commented,50
plunged,50
prefer,50
damage,50
acted,50
adopted,50
treat,50
warn,50
analyze,50
announce,50
advertise,50
deceived,50
missed,49
expanding,49
struck,49
ruled,49
encrypted,49
mind,49
retain,49
sue,49
compiled,49
cooperate,49
summoned,48
handing,48
publishing,48
assumed,48
hosted,48
introduce,48
undertake,48
deemed,48
answered,48
finished,48
notified,48
participating,48
born,48
name,48
supplied,47
maintaining,47
hed,47
compete,47
examining,47
earned,47
admit,47
hadnt,47
depend,47
loved,47
shutting,47
containing,47
outraged,47
relying,47
plan,47
preparing,47
transfer,47
triggered,47
expanded,46
storing,46
fixing,46
highlighted,46
governed,46
occur,46
investing,46
analyzing,46
reject,46
complied,46
picked,46
covers,46
amassed,46
invite,46
donated,46
disabled,46
contacting,46
guess,46
affiliated,45
hidden,45
refer,45
apologize,45
preventing,45
studying,45
abusing,45
consent,45
welcome,45
analyzed,45
prohibited,45
washington,45
extract,45
promoted,45
editing,45
performed,45
stands,45
filmed,45
studied,44
entering,44
carrying,44
viewing,44
challenge,44
navigate,44
depends,44
forcing,44
utilize,44
reviewed,44
reflects,44
updates,44
agreeing,44
struggling,44
visiting,44
hate,44
emerge,44
websites,44
locked,43
assured,43
microtargeting,43
impacted,43
contribute,43
understated,43
predicting,43
liking,43
taught,43
entrap,43
police,43
tackle,43
hopes,43
located,43
combining,43
purchasing,43
apologizing,43
achieved,43
highlight,43
matched,42
insists,42
choosing,42
steal,42
throw,42
dominated,42
issue,42
experienced,42
updating,42
matter,42
dig,42
maintained,42
apologised,42
completed,42
reduced,42
adjust,42
attracted,42
feeling,41
tech,41
criticised,41
back,41
safeguard,41
proved,41
sat,41
supply,41
leverage,41
pressed,41
reacted,41
drop,41
grab,41
presents,41
implemented,41
suspect,41
personalized,41
extended,41
jared,41
closing,41
reveals,41
design,41
downplayed,41
supports,41
subscribe,41
present,41
blew,40
alert,40
lock,40
accusing,40
defending,40
android,40
wed,40
marked,40
avoided,40
ends,40
forgotten,40
campaigns,40
tapped,40
restore,40
attempt,40
staying,40
file,40
hoped,40
honor,40
knowledge,40
touted,40
expects,40
realise,40
vowed,40
attempting,40
thrown,40
europe,40
press,40
divided,39
states,39
opens,39
tools,39
detailing,39
study,39
adopt,39
stressed,39
decentralized,39
promises,39
disturbing,39
lie,39
aired,39
verified,39
monitoring,39
submitted,39
releasing,39
drew,39
argues,39
profiled,39
traded,39
compare,39
controls,39
posts,39
computing,39
threatening,38
barred,38
imposed,38
hiding,38
drawn,38
oversaw,38
grant,38
remaining,38
appointed,38
attack,38
pursued,38
erased,38
ending,38
scraping,38
controlling,38
cutting,38
weighed,38
stopping,38
monitored,38
combat,38
emphasized,38
tailor,38
probing,38
hasnt,38
question,38
maintains,38
hitting,38
designing,37
replace,37
fit,37
ranging,37
extend,37
login,37
suck,37
settings,37
affecting,37
alleging,37
regulating,37
walked,37
counter,37
combine,37
adhere,37
robert,37
clear,37
competing,37
recalled,37
recognized,37
shift,37
answering,37
certify,37
admitting,37
wiping,37
dropping,37
facilitate,37
featuring,37
leaking,37
detect,37
obey,37
approve,36
load,36
delayed,36
shaping,36
drawing,36
crack,36
selecting,36
indicates,36
entitled,36
derived,36
investigates,36
edited,36
focuses,36
agrees,36
arrested,36
stealing,36
youre,36
downing,36
switching,36
affects,36
arising,36
executed,36
charge,36
hack,36
record,36
demonstrate,36
causing,35
steps,35
understands,35
worldwide,35
tagging,35
attacked,35
strengthening,35
clean,35
underlying,35
bet,35
thank,35
generating,35
violates,35
briefed,35
returning,35
encouraging,35
funding,35
utilized,35
gleaned,35
charging,35
alter,35
wondered,35
abuse,35
employ,34
proven,34
intend,34
unveiled,34
revised,34
register,34
misuse,34
defended,34
improved,34
technica,34
inspired,34
stayed,34
respected,34
credited,34
joins,34
display,34
enhance,34
survive,34
emailed,34
recall,34
extracted,34
bear,34
tumbled,34
assembled,34
annoying,34
guided,34
employing,34
protects,34
teach,34
weighing,34
automated,34
browse,33
contributing,33
eliminate,33
introducing,33
suspends,33
deactivating,33
dubbed,33
organize,33
applies,33
embroiled,33
switched,33
compromising,33
deciding,33
apologise,33
demonstrates,33
recruited,33
trading,33
disappear,33
whats,33
killing,33
filling,33
getty,33
constitute,33
head,33
urge,33
applying,33
confirms,33
arrives,33
ignoring,33
notes,33
tag,33
granting,32
resigned,32
saving,32
refuse,32
abandon,32
dislike,32
standing,32
process,32
crafted,32
leveraged,32
opting,32
transformed,32
pose,32
challenged,32
cares,32
renewed,32
placing,32
addresses,32
upset,32
scrolling,32
type,32
features,32
christopher,32
organizing,32
matching,32
bragged,32
attributed,32
stepped,32
shooting,32
elizabeth,32
relies,32
disrupt,32
horrifying,32
strengthen,32
emails,32
mishandled,32
proposing,32
disclosing,31
sites,31
dragged,31
unsubscribe,31
exclude,31
guide,31
enforced,31
persuaded,31
broadcast,31
determining,31
performing,31
manages,31
die,31
avoiding,31
cancel,31
pressing,31
acts,31
suffer,31
banning,31
prompting,31
justify,31
quitting,31
spy,31
struggled,31
wear,31
realised,31
ruling,31
copy,30
buried,30
shocking,30
straight,30
senate,30
highlights,30
disputed,30
appeal,30
benefited,30
modify,30
tries,30
ceo,30
expecting,30
belong,30
punish,30
interfere,30
demonstrated,30
govern,30
decides,30
website,30
streaming,30
landed,30
harm,30
interacted,30
copied,30
direct,30
monetize,30
uncovered,30
platform,30
allege,30
submitting,30
capitalize,30
tired,29
wing,29
welcomed,29
vary,29
evolving,29
governing,29
circulating,29
threatens,29
suspected,29
erupted,29
interacting,29
theyve,29
disagree,29
bound,29
perceived,29
pitched,29
tracks,29
producing,29
shifted,29
links,29
documented,29
astonishing,29
hosting,29
assigned,29
analyse,29
shot,29
pioneered,29
underscore,29
remembered,29
spell,29
kicked,29
guarantee,29
gon,29
craft,29
boasts,29
believing,29
attacking,29
reminded,29
list,29
aims,29
spying,29
married,29
declining,29
divide,28
minimized,28
damaged,28
solved,28
realizing,28
constitutes,28
accepting,28
loses,28
utilizing,28
pressure,28
heightened,28
communicating,28
positioned,28
resolved,28
plays,28
deploy,28
blaming,28
suppress,28
tapping,28
participated,28
walking,28
excited,28
whistleblower,28
assuming,28
rise,28
approach,28
sounded,28
discovering,28
reply,28
aiming,28
falls,28
britain,28
recovered,28
securing,28
bolster,28
encourages,28
lists,28
carries,28
object,27
instructed,27
printed,27
fundraising,27
trade,27
fire,27
demands,27
opposing,27
trusting,27
youll,27
digging,27
delivers,27
distribute,27
receives,27
aid,27
navigating,27
truly,27
assure,27
instagram,27
curated,27
evaluate,27
valued,27
collins,27
crossed,27
aligned,27
hijacked,27
marks,27
arrive,27
shop,27
wake,27
inject,27
expressing,27
assessing,27
leveraging,27
infer,27
regain,27
feeding,27
advising,27
challenging,27
advise,27
integrated,27
reducing,26
experience,26
evolved,26
occurs,26
licensed,26
doubt,26
damaging,26
enjoyed,26
observed,26
gathers,26
accomplish,26
notice,26
cared,26
conducts,26
motivated,26
guaranteed,26
deprecated,26
heading,26
permit,26
stroz,26
typing,26
waited,26
donate,26
scale,26
succeed,26
resist,26
armed,26
stuck,26
fails,26
proceed,26
hatred,26
polling,26
probe,26
urging,26
leak,26
disturbed,25
echoed,25
stole,25
spot,25
programming,25
backing,25
behave,25
illustrates,25
scooped,25
indicating,25
invented,25
incorporated,25
reflected,25
discredit,25
prompt,25
excluded,25
jump,25
boasting,25
underpinned,25
teaching,25
whatsapp,25
amounted,25
unlock,25
jumped,25
ranking,25
dated,25
trigger,25
measuring,25
complain,25
fine,25
encountered,25
construct,25
chuck,25
amazon,25
treating,25
king,25
shaped,25
cross,25
promise,25
partnered,24
preserve,24
sow,24
upgrade,24
wikileaks,24
altered,24
obama,24
analysing,24
counted,24
sits,24
suing,24
appealing,24
pays,24
convincing,24
stems,24
evening,24
figuring,24
complained,24
outlining,24
anticipated,24
attending,24
recognizes,24
points,24
wearing,24
modeling,24
slow,24
yield,24
shopping,24
siphoned,24
texting,24
loves,24
implementing,24
subscribing,24
sleep,24
risk,24
prohibit,24
free,24
deletes,24
registering,24
shortcuts,24
testifying,24
coordinated,24
feedback,23
personalize,23
poses,23
uncover,23
adjusted,23
britains,23
web,23
tick,23
troubling,23
owning,23
confusing,23
devoted,23
regret,23
trained,23
complies,23
threaten,23
deter,23
customize,23
eating,23
reiterated,23
waking,23
processes,23
mohammed,23
subjected,23
monetizing,23
dismiss,23
grows,23
finance,23
dominate,23
referenced,23
weigh,23
forthcoming,23
circulated,23
consume,23
employs,23
satisfied,23
detail,23
contradict,23
cnn,23
recognised,23
execute,23
specify,23
informing,23
acknowledging,23
message,23
murdered,23
occurring,22
proving,22
scan,22
signal,22
suffering,22
listened,22
count,22
classified,22
oppose,22
analysed,22
portrayed,22
ill,22
graduated,22
retired,22
quizzes,22
commit,22
deactivated,22
finish,22
prepare,22
witnessed,22
persuading,22
policing,22
plummeted,22
lacking,22
drove,22
marketed,22
advocated,22
crossing,22
better,22
surprise,22
mitigate,22
ernst,22
meets,22
somehow,22
weaponized,22
winding,22
voiced,22
gates,22
overseeing,22
erase,22
specializes,22
refute,22
personalise,22
redesigned,22
beat,22
enhanced,22
slammed,22
model,22
flag,22
traveled,22
transferring,22
relates,22
cracking,22
rocked,22
tasked,22
meddle,21
optimize,21
training,21
structured,21
content,21
travelling,21
propose,21
buys,21
recruiting,21
convicted,21
simplify,21
chat,21
illustrated,21
sen.,21
poured,21
spends,21
briefly,21
separate,21
campaigning,21
admits,21
labeled,21
earning,21
surrounded,21
oversees,21
advocates,21
maximize,21
eat,21
warns,21
advance,21
overcome,21
flagged,21
picking,21
flying,21
listing,21
communicated,21
bragging,21
corresponding,21
paint,21
reverse,21
aggregate,21
withdraw,21
curb,21
assisted,21
sets,21
tweak,21
prioritize,21
possesses,21
advanced,21
counting,21
repeat,21
stops,21
discusses,21
assuage,21
organised,21
measures,21
measured,21
decline,21
completing,21
breach,21
centre,21
frustrated,21
consenting,20
sms,20
fox,20
settle,20
translate,20
intends,20
combines,20
recommends,20
sucked,20
experiencing,20
accompanied,20
roberts,20
chairs,20
lack,20
refusing,20
lay,20
compromise,20
deeply,20
reserve,20
aim,20
grabbed,20
touch,20
surveyed,20
ranked,20
connects,20
issuing,20
monetized,20
protest,20
amazing,20
integrate,20
loaded,20
declaring,20
propaganda,20
phil,20
tends,20
obsessed,20
kosinski,20
declare,20
volunteered,20
accounted,20
presenting,20
united,20
videos,20
awarded,20
funneled,20
encounter,20
transform,20
insist,20
traveling,20
pleaded,20
reaches,20
inc.,20
oversee,20
pop,20
rewarded,19
adapt,19
estimate,19
recruit,19
split,19
ease,19
remind,19
undermining,19
accelerate,19
imagined,19
alarming,19
amplify,19
condemn,19
rooted,19
heads,19
seize,19
defines,19
micro-target,19
lifted,19
hooked,19
steer,19
subvert,19
commissioned,19
reacting,19
aged,19
punished,19
researching,19
censoring,19
scanning,19
throwing,19
info,19
facilitating,19
beijing,19
rendered,19
distance,19
confronted,19
threw,19
suppose,19
discriminate,19
praised,19
visits,19
capturing,19
audited,19
indicted,19
specified,19
distracted,19
tweeting,19
feared,19
asserted,19
train,19
analyticas,19
recommending,19
host,19
reminds,19
acknowledges,19
london,19
fred,19
breaks,19
judge,19
fuel,19
modified,19
profit,19
cleared,19
drives,19
minimize,19
september,19
clashed,19
accumulate,19
worrying,19
founding,19
sort,19
alerted,19
complaining,18
feature,18
silicon,18
touting,18
gauge,18
menu,18
clarified,18
endorse,18
stress,18
establishing,18
equipped,18
unveil,18
exit,18
bypass,18
and/or,18
clinton,18
flowing,18
restricting,18
rule,18
scored,18
posing,18
refine,18
import,18
reflecting,18
moves,18
ramsay,18
bombarded,18
floating,18
favored,18
alexander,18
replicate,18
grappling,18
devised,18
counts,18
replacing,18
chilling,18
amended,18
changes,18
map,18
shake,18
signaled,18
arranged,18
laughing,18
aggregated,18
mishandling,18
insisting,18
swept,18
greeted,18
reconsider,18
rethink,18
terrifying,18
hedge,18
coupled,18
poised,18
project,17
touched,17
right,17
celebrated,17
pretend,17
reckoning,17
gaming,17
misappropriated,17
enjoys,17
observe,17
putin,17
lend,17
causes,17
laying,17
archived,17
recognizing,17
empowering,17
deserves,17
destroying,17
authorised,17
notifying,17
implicated,17
illustrate,17
requests,17
nix,17
incoming,17
celebrate,17
solving,17
endorsed,17
youd,17
uncheck,17
towards,17
whatever,17
russias,17
resign,17
interpret,17
amplifying,17
struggle,17
grilled,17
defeated,17
separated,17
swayed,17
dipped,17
either,17
misrepresent,17
authorize,17
detected,17
embraced,17
tended,17
expert,17
obliged,17
consulted,17
intensified,17
canada,17
bothered,17
activate,17
youtube,17
text,17
filter,17
rank,17
isolates,17
pitching,17
cook,17
scripted,17
channeled,17
multiple,17
grasp,17
contradicted,17
executing,17
profited,17
deletefacebook,17
relate,17
financed,17
amass,17
prioritized,17
loading,17
engineered,17
reeling,17
networking,17
siphon,17
sparking,17
lean,17
weaponize,17
contends,17
china,16
welcomes,16
interfering,16
bannon,16
fueled,16
explored,16
sayed,16
spare,16
biased,16
initiated,16
knocked,16
mattered,16
banking,16
assisting,16
wipe,16
blocks,16
produces,16
delay,16
pause,16
obamas,16
blowing,16
bearing,16
calculated,16
monetise,16
electing,16
shifting,16
suspects,16
comey,16
ship,16
angered,16
coordinate,16
characterized,16
forwarded,16
amount,16
offended,16
kogans,16
trapped,16
quell,16
convert,16
till,16
scrambling,16
spotted,16
hits,16
reassigned,16
kim,16
isolate,16
marking,16
fly,16
reviews,16
apologising,16
tightened,16
enjoying,16
outgoing,16
ive,16
framed,16
stripped,16
exercise,16
hammered,16
accumulated,16
otherwise,16
estimates,16
entertained,16
cooperating,16
categorize,16
rewritten,16
inspire,16
mentioning,16
confused,16
subscribed,16
imported,16
wield,16
realising,16
cleaned,16
advertised,16
light,16
interpreted,16
approaching,16
succeeded,16
abandoned,16
resolving,16
export,16
todays,15
brexit,15
committing,15
best,15
therefore,15
forming,15
lays,15
electioneering,15
palantir,15
kellyanne,15
overhaul,15
meddling,15
concentrated,15
sacked,15
considers,15
boosted,15
retains,15
parliament,15
displays,15
mapping,15
determines,15
frightening,15
cease,15
sorting,15
span,15
raped,15
reproduce,15
fulfill,15
fits,15
stalled,15
conclude,15
conflicting,15
bans,15
aiq,15
epa,15
satisfy,15
retweeted,15
enacted,15
policed,15
analyzes,15
rebuild,15
damning,15
default,15
partnering,15
mounted,15
hundred,15
intensify,15
double,15
facilitated,15
confuse,15
wrapped,15
circumvent,15
disseminate,15
confronting,15
regarded,15
boosting,15
doubled,15
burned,15
emphasize,15
solidified,15
popped,15
dragging,15
accuse,15
senator,15
wade,15
forgot,15
introduces,15
distributing,15
algorithms,15
republicans,15
electorate,15
fought,15
removes,15
constructed,15
complicit,15
unveiling,15
returns,15
specialises,15
captures,15
stumbled,15
skidded,15
arise,15
silence,15
refuses,15
belonged,15
fried,15
dealt,15
transmitted,15
alarmed,15
rightwing,15
hanging,14
recognises,14
typed,14
entrusted,14
conceded,14
branding,14
score,14
enters,14
administer,14
stays,14
compelled,14
internet,14
resonate,14
fooled,14
glean,14
october,14
sank,14
redesigning,14
offending,14
improves,14
sink,14
defeat,14
amy,14
exaggerated,14
retaining,14
texted,14
code,14
traced,14
prohibits,14
increases,14
shoot,14
chooses,14
cites,14
recovering,14
optimized,14
inferred,14
airing,14
rein,14
zuckerbergs,14
prevents,14
whove,14
embrace,14
sentenced,14
referencing,14
overlooked,14
appalled,14
translated,14
moderated,14
tuned,14
sourced,14
kick,14
pinpoint,14
abide,14
consists,14
undergoing,14
stepping,14
penned,14
skip,14
attracting,14
lobbying,14
emerges,14
beaten,14
trolling,14
disappointed,14
tease,14
talks,14
stamos,14
reminding,14
achieving,14
negotiating,14
headlined,14
collapsed,14
safeguarding,14
suppressing,14
knock,14
rallied,14
mobilize,14
popping,14
microsoft,14
highlighting,14
screwed,14
redistributed,14
collaborated,14
hang,14
top,14
centered,14
breaching,14
cracked,14
wound,14
discourage,14
inviting,14
divorced,14
utilising,14
accounts,14
condone,14
garnered,14
cbs,14
recognise,14
stick,14
embarrassing,14
experimenting,14
throws,14
exploded,14
impacting,14
whos,14
peoples,14
advocate,14
depicted,14
echo,14
spur,14
favor,14
align,14
locate,14
climbed,13
wind,13
addicted,13
pressured,13
adapted,13
microtarget,13
capitol,13
circulate,13
team,13
initiate,13
hoovered,13
incite,13
prominence,13
deceiving,13
freaked,13
hunting,13
accompanying,13
empower,13
amassing,13
abandoning,13
configured,13
evaluating,13
binding,13
purposes,13
blown,13
travelled,13
asserts,13
centralized,13
stuff,13
staring,13
harmed,13
terminated,13
triggering,13
evolve,13
rated,13
december,13
assessed,13
spurred,13
packaged,13
teaches,13
scaling,13
challenges,13
eliminated,13
filing,13
teamed,13
validate,13
encrypt,13
headquartered,13
criticize,13
loads,13
